MSA Code,MSA Title,State FIPS Code,State Name,PUMA Code,PUMA Name,MSA 2010 Population,PUMA 2010 Population,Intersection 2010 Population,Percent MSA Population,Percent PUMA Population
17140,"Cincinnati, OH-KY-IN",39,Ohio,05302,"Warren County (West)--Mason, Franklin & Springboro (West) Cities PUMA","2,114,580","107,901","107,901",5.10,100.00
17140,"Cincinnati, OH-KY-IN",39,Ohio,05401,Butler County (Southeast)--Monroe City & Beckett Ridge PUMA,"2,114,580","111,170","111,170",5.26,100.00
17140,"Cincinnati, OH-KY-IN",39,Ohio,05402,Butler County (South Central)--Hamilton & Fairfield Cities PUMA,"2,114,580","132,139","132,139",6.25,100.00
17140,"Cincinnati, OH-KY-IN",39,Ohio,05403,"Butler County (North & West)--Middletown, Oxford & Trenton Cities PUMA","2,114,580","124,821","124,821",5.90,100.00
17140,"Cincinnati, OH-KY-IN",39,Ohio,05501,Hamilton County (West)--Mack & Dent PUMA,"2,114,580","111,298","111,298",5.26,100.00
17140,"Cincinnati, OH-KY-IN",39,Ohio,05502,"Hamilton County (Central)--Forest Park City, White Oak, Bridgetown & Finneytown PUMA","2,114,580","147,352","147,352",6.97,100.00
17140,"Cincinnati, OH-KY-IN",39,Ohio,05503,Cincinnati City (West) PUMA,"2,114,580","108,840","108,840",5.15,100.00
17140,"Cincinnati, OH-KY-IN",39,Ohio,05504,Cincinnati City (Central) PUMA,"2,114,580","121,190","121,190",5.73,100.00
17140,"Cincinnati, OH-KY-IN",39,Ohio,05505,Cincinnati (East) & Norwood Cities PUMA,"2,114,580","104,334","104,334",4.93,100.00
17140,"Cincinnati, OH-KY-IN",39,Ohio,05506,"Hamilton County (North Central)--Sharonville, Blue Ash, Springdale & Reading Cities PUMA","2,114,580","104,991","104,991",4.97,100.00
17140,"Cincinnati, OH-KY-IN",39,Ohio,05507,"Hamilton County (East)--Loveland, Montgomery Cities & Forestville PUMA","2,114,580","104,369","104,369",4.94,100.00
17140,"Cincinnati, OH-KY-IN",39,Ohio,05600,Clermont County (West) PUMA,"2,114,580","128,369","128,369",6.07,100.00
17140,"Cincinnati, OH-KY-IN",39,Ohio,05700,Clermont (East) & Brown Counties PUMA,"2,114,580","113,840","113,840",5.38,100.00
17300,"Clarksville, TN-KY",21,Kentucky,00300,Pennyrile Area Development District (South) PUMA,"260,625","109,068","88,294",33.88,80.95
17300,"Clarksville, TN-KY",47,Tennessee,00300,Montgomery & Stewart Counties--Clarksville City PUMA,"260,625","185,655","172,331",66.12,92.82
17420,"Cleveland, TN",47,Tennessee,01900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA","115,788","168,054","115,788",100.00,68.90
17460,"Cleveland-Elyria, OH",39,Ohio,00801,Lorain County (North)--Elyria & Lorain Cities PUMA,"2,077,240","133,694","133,694",6.44,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,00802,"Lorain County (South)--Avon, Avon Lake & North Ridgeville Cities PUMA","2,077,240","167,662","167,662",8.07,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,00901,"Cuyahoga County--Olmsted Township, Bay Village, North Olmsted & Westlake Cities PUMA","2,077,240","103,635","103,635",4.99,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,00902,"Cuyahoga County (West)--Berea, Brook Park, Lakewood & Rocky River Cities PUMA","2,077,240","143,421","143,421",6.90,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,00903,"Cuyahoga County (South)--Broadview Heights, North Royalton & Strongsville Cities PUMA","2,077,240","115,383","115,383",5.55,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,00904,"Cuyahoga County (South Central)--Brooklyn, Parma, Parma Heights & Seven Hills Cities PUMA","2,077,240","125,292","125,292",6.03,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,00905,Cleveland City (West) PUMA,"2,077,240","101,852","101,852",4.90,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,00906,Cleveland City (Central) PUMA,"2,077,240","124,761","124,761",6.01,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,00907,"Cuyahoga County (Southeast)--Bedford, Garfield Heights & Maple Heights Cities PUMA","2,077,240","104,764","104,764",5.04,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,00908,Cleveland City (East) & Bratenahl Village PUMA,"2,077,240","171,578","171,578",8.26,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,00909,"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities PUMA","2,077,240","148,718","148,718",7.16,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,00910,"Cuyahoga County (East)--Lyndhurst, Mayfield Heights, Shaker Heights & Solon Cities PUMA","2,077,240","140,718","140,718",6.77,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,01000,"Lake County (West)--Eastlake, Wickliffe, Willoughby & Willowick Cities PUMA","2,077,240","100,417","100,417",4.83,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,01100,"Lake County (East)--Mentor, Painesville Cities & Madison Village PUMA","2,077,240","108,170","108,170",5.21,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,01200,Geauga & Lake (South) Counties PUMA,"2,077,240","114,843","114,843",5.53,100.00
17460,"Cleveland-Elyria, OH",39,Ohio,01900,Medina County PUMA,"2,077,240","172,332","172,332",8.30,100.00
17660,"Coeur d'Alene, ID",16,Idaho,00100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA","138,494","115,988","4,845",3.50,4.18
17660,"Coeur d'Alene, ID",16,Idaho,00200,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities PUMA","138,494","133,649","133,649",96.50,100.00
17780,"College Station-Bryan, TX",48,Texas,03601,Brazos Valley COG (Outside Brazos County) & Milam County PUMA,"228,660","149,353","33,809",14.79,22.64
17780,"College Station-Bryan, TX",48,Texas,03602,Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA,"228,660","194,851","194,851",85.21,100.00
17820,"Colorado Springs, CO",08,Colorado,04101,El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City PUMA,"645,613","111,548","111,548",17.28,100.00
17820,"Colorado Springs, CO",08,Colorado,04102,El Paso County (West Central)--Colorado Springs City (West) PUMA,"645,613","107,035","107,035",16.58,100.00
17820,"Colorado Springs, CO",08,Colorado,04103,El Paso County (Central)--Colorado Springs City (Central) PUMA,"645,613","102,746","102,746",15.91,100.00
17820,"Colorado Springs, CO",08,Colorado,04104,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA,"645,613","108,283","108,283",16.77,100.00
17820,"Colorado Springs, CO",08,Colorado,04105,El Paso County (Central)--Colorado Springs City (South) & Security-Widefield PUMA,"645,613","109,521","109,521",16.96,100.00
17820,"Colorado Springs, CO",08,Colorado,04106,El Paso County (North Central)--Colorado Springs City (North) & Monument Town PUMA,"645,613","106,480","106,480",16.49,100.00
17860,"Columbia, MO",29,Missouri,00600,Boone County PUMA,"162,642","162,642","162,642",100.00,100.00
17900,"Columbia, SC",45,South Carolina,00601,Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank PUMA,"767,598","162,725","162,725",21.20,100.00
17900,"Columbia, SC",45,South Carolina,00602,"Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks PUMA","767,598","119,541","119,541",15.57,100.00
17900,"Columbia, SC",45,South Carolina,00603,Richland (North) & Fairfield Counties--Forest Acres City & Dentsville PUMA,"767,598","175,957","175,957",22.92,100.00
17900,"Columbia, SC",45,South Carolina,00604,Richland County (Central)--Columbia City PUMA,"767,598","202,939","202,939",26.44,100.00
17900,"Columbia, SC",45,South Carolina,00605,"Kershaw, Richland (South) & Calhoun Counties PUMA","767,598","106,436","106,436",13.87,100.00
17980,"Columbus, GA-AL",01,Alabama,02400,"Russell, Pike, Barbour, Macon & Bullock Counties PUMA","294,865","145,669","52,947",17.96,36.35
17980,"Columbus, GA-AL",13,Georgia,01700,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PUMA,"294,865","201,152","201,152",68.22,100.00
17980,"Columbus, GA-AL",13,Georgia,01800,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA,"294,865","169,735","40,766",13.83,24.02
18020,"Columbus, IN",18,Indiana,02900,Bartholomew & Jackson Counties--Columbus City PUMA,"76,794","119,170","76,794",100.00,64.44
18140,"Columbus, OH",39,Ohio,02800,"Marion, Knox & Morrow Counties PUMA","1,901,974","162,249","34,827",1.83,21.47
18140,"Columbus, OH",39,Ohio,03700,Muskingum & Perry Counties PUMA,"1,901,974","122,132","36,058",1.90,29.52
18140,"Columbus, OH",39,Ohio,03800,Licking County PUMA,"1,901,974","166,492","166,492",8.75,100.00
18140,"Columbus, OH",39,Ohio,03900,Fairfield County PUMA,"1,901,974","146,156","146,156",7.68,100.00
18140,"Columbus, OH",39,Ohio,04000,Delaware County PUMA,"1,901,974","174,214","174,214",9.16,100.00
18140,"Columbus, OH",39,Ohio,04101,"Columbus (Far Northeast), Gahanna & New Albany Cities PUMA","1,901,974","101,297","101,297",5.33,100.00
18140,"Columbus, OH",39,Ohio,04102,"Columbus (North), Westerville & Worthington Cities PUMA","1,901,974","100,307","100,307",5.27,100.00
18140,"Columbus, OH",39,Ohio,04103,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities PUMA","1,901,974","101,623","101,623",5.34,100.00
18140,"Columbus, OH",39,Ohio,04104,"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA","1,901,974","100,448","100,448",5.28,100.00
18140,"Columbus, OH",39,Ohio,04105,Columbus City (Central) PUMA,"1,901,974","108,764","108,764",5.72,100.00
18140,"Columbus, OH",39,Ohio,04106,Columbus City (Northeast) PUMA,"1,901,974","126,355","126,355",6.64,100.00
18140,"Columbus, OH",39,Ohio,04107,"Columbus (East), Whitehall & Bexley Cities PUMA","1,901,974","102,320","102,320",5.38,100.00
18140,"Columbus, OH",39,Ohio,04108,Columbus (Southeast) & Reynoldsburg Cities PUMA,"1,901,974","111,716","111,716",5.87,100.00
18140,"Columbus, OH",39,Ohio,04109,"Franklin County (South)--Columbus (South), Grove Cities & Groveport Village PUMA","1,901,974","101,719","101,719",5.35,100.00
18140,"Columbus, OH",39,Ohio,04110,Columbus City (West) PUMA,"1,901,974","107,219","107,219",5.64,100.00
18140,"Columbus, OH",39,Ohio,04111,Columbus (Far West) & Hilliard (South) Cities PUMA,"1,901,974","101,646","101,646",5.34,100.00
18140,"Columbus, OH",39,Ohio,04200,"Pickaway, Union & Madison Counties PUMA","1,901,974","151,433","151,433",7.96,100.00
18140,"Columbus, OH",39,Ohio,04900,"Jackson, Hocking, Pike & Vinton Counties PUMA","1,901,974","104,749","29,380",1.54,28.05
18580,"Corpus Christi, TX",48,Texas,06500,Coastal Bend COG (Northeast) PUMA,"428,185","127,206","87,962",20.54,69.15
18580,"Corpus Christi, TX",48,Texas,06601,Coastal Bend COG--Nueces County--Corpus Christi City (Outer) PUMA,"428,185","117,125","117,125",27.35,100.00
18580,"Corpus Christi, TX",48,Texas,06602,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central) PUMA,"428,185","117,456","117,456",27.43,100.00
18580,"Corpus Christi, TX",48,Texas,06603,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central) PUMA,"428,185","105,642","105,642",24.67,100.00
18700,"Corvallis, OR",41,Oregon,00600,Linn & Benton Counties PUMA,"85,579","202,251","85,579",100.00,42.31
18880,"Crestview-Fort Walton Beach-Destin, FL",12,Florida,00500,"Walton, Washington, Holmes & Bay Counties PUMA","235,865","268,718","55,043",23.34,20.48
18880,"Crestview-Fort Walton Beach-Destin, FL",12,Florida,09100,Okaloosa County PUMA,"235,865","180,822","180,822",76.66,100.00
19060,"Cumberland, MD-WV",24,Maryland,00100,Allegany & Garrett Counties--Cumberland City PUMA,"103,299","105,184","75,087",72.69,71.39
19060,"Cumberland, MD-WV",54,West Virginia,00400,"Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties PUMA","103,299","227,384","28,212",27.31,12.41
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,00600,North Texas Regional Planning Commission (Outside Wichita County) & Wise County PUMA,"6,426,214","150,487","59,127",0.92,39.29
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,00900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA","6,426,214","164,466","164,466",2.56,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,01400,Kaufman County PUMA,"6,426,214","103,350","103,350",1.61,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,01901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA","6,426,214","110,593","110,593",1.72,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,01902,Collin County (Southwest)--Plano City (West) PUMA,"6,426,214","108,690","108,690",1.69,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,01903,Collin County (Southwest)--Plano City (Central) PUMA,"6,426,214","102,439","102,439",1.59,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,01904,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities PUMA","6,426,214","116,388","116,388",1.81,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,01905,Collin County (Central)--McKinney City PUMA,"6,426,214","118,649","118,649",1.85,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,01906,Collin County (Northwest)--Frisco City (East) & Prosper Town PUMA,"6,426,214","103,745","103,745",1.61,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,01907,Collin County (East) PUMA,"6,426,214","121,837","121,837",1.90,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02001,Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities PUMA,"6,426,214","105,750","105,750",1.65,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02002,Denton County (Southeast)--Lewisville City PUMA,"6,426,214","102,230","102,230",1.59,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02003,Denton County (South Central)--Flower Mound Town & Highland Village City PUMA,"6,426,214","116,966","116,966",1.82,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02004,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities PUMA","6,426,214","110,301","110,301",1.72,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02005,Denton County (Central)--Denton (Central) & Corinth Cities PUMA,"6,426,214","112,942","112,942",1.76,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02006,Denton County (North & West)--Denton City (Outer) PUMA,"6,426,214","114,425","114,425",1.78,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02101,Ellis County PUMA,"6,426,214","149,610","149,610",2.33,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02102,Johnson County PUMA,"6,426,214","150,934","150,934",2.35,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02200,"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties PUMA","6,426,214","125,673","59,672",0.93,47.48
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02301,Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities PUMA,"6,426,214","102,489","102,489",1.59,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02302,Dallas County (Northeast)--Garland City (South) PUMA,"6,426,214","100,198","100,198",1.56,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02303,Dallas County (East)--Mesquite City (Central & Southeast) PUMA,"6,426,214","118,285","118,285",1.84,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02304,Dallas County (Southeast)--Dallas City (Southeast) PUMA,"6,426,214","100,380","100,380",1.56,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02305,Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635 PUMA,"6,426,214","124,206","124,206",1.93,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02306,Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635 PUMA,"6,426,214","121,339","121,339",1.89,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02307,Dallas City (Northeast)--East of US-75 PUMA,"6,426,214","113,626","113,626",1.77,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02308,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities PUMA,"6,426,214","104,746","104,746",1.63,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02309,Dallas (Far North) & Richardson (Southwest) Cities PUMA,"6,426,214","108,416","108,416",1.69,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02310,"Dallas (Far North), Carrollton (Southeast) Cities & Addison Town--North of I-635 PUMA","6,426,214","102,080","102,080",1.59,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02311,Dallas City (North)--South of I-635 & West of US-75 PUMA,"6,426,214","106,677","106,677",1.66,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02312,"Dallas (West Central), University Park Cities & Highland Park Town PUMA","6,426,214","108,617","108,617",1.69,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02313,Dallas City (Downtown)--North of I-30 PUMA,"6,426,214","107,302","107,302",1.67,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02314,Dallas City (East Central)--South of I-30 & East of I-35E PUMA,"6,426,214","115,618","115,618",1.80,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02315,Dallas City (West Central)--East of Loop TX-12 & West of I-35E PUMA,"6,426,214","109,463","109,463",1.70,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02316,Dallas City (South Central)--North of I-20 & West of I-35E PUMA,"6,426,214","102,064","102,064",1.59,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02317,Dallas County (South)--DeSoto & Lancaster Cities PUMA,"6,426,214","100,433","100,433",1.56,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02318,Dallas County (Southwest)--Cedar Hill & Duncanville Cities PUMA,"6,426,214","103,760","103,760",1.61,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02319,Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities PUMA,"6,426,214","108,139","108,139",1.68,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02320,Dallas County (West)--Irving (South) & Grand Prairie (North) Cities PUMA,"6,426,214","101,396","101,396",1.58,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02321,Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA,"6,426,214","105,730","105,730",1.65,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02322,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities PUMA","6,426,214","103,175","103,175",1.61,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02400,Parker County PUMA,"6,426,214","116,927","116,927",1.82,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02501,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA","6,426,214","105,316","105,316",1.64,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02502,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities PUMA,"6,426,214","113,071","113,071",1.76,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02503,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities PUMA,"6,426,214","128,927","128,927",2.01,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02504,Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUMA,"6,426,214","105,550","105,550",1.64,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02505,Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities PUMA,"6,426,214","101,198","101,198",1.57,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02506,Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20 PUMA,"6,426,214","107,178","107,178",1.67,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02507,Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820 PUMA,"6,426,214","112,707","112,707",1.75,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02508,"Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820 PUMA","6,426,214","105,740","105,740",1.65,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02509,Fort Worth (Northeast) & Hurst (South) Cities--North of I-30 PUMA,"6,426,214","132,854","132,854",2.07,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02510,Tarrant County (North)--North Richland Hills (North) & Keller Cities PUMA,"6,426,214","112,976","112,976",1.76,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02511,Fort Worth City (North)--East of I-35W & West of US-377 PUMA,"6,426,214","106,900","106,900",1.66,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02512,Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820 PUMA,"6,426,214","106,319","106,319",1.65,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02513,Fort Worth City (South Central) & Edgecliff Village Town PUMA,"6,426,214","124,611","124,611",1.94,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02514,Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities PUMA,"6,426,214","124,433","124,433",1.94,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02515,Tarrant County (West)--Fort Worth City (West) PUMA,"6,426,214","103,222","103,222",1.61,100.00
19100,"Dallas-Fort Worth-Arlington, TX",48,Texas,02516,Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities PUMA,"6,426,214","118,032","118,032",1.84,100.00
19140,"Dalton, GA",13,Georgia,02700,Northwest Georgia Regional Commission (North Central)--Whitfield County PUMA,"142,227","102,599","102,599",72.14,100.00
19140,"Dalton, GA",13,Georgia,02800,Northwest Georgia Regional Commission (Northeast) PUMA,"142,227","176,219","39,628",27.86,22.49
19180,"Danville, IL",17,Illinois,02200,"Livingston, Ford, Iroquois & Vermilion Counties PUMA","81,625","164,374","81,625",100.00,49.66
19300,"Daphne-Fairhope-Foley, AL",01,Alabama,02600,Baldwin County PUMA,"182,265","182,265","182,265",100.00,100.00
19340,"Davenport-Moline-Rock Island, IA-IL",17,Illinois,00105,Rock Island County PUMA,"379,690","147,546","147,546",38.86,100.00
19340,"Davenport-Moline-Rock Island, IA-IL",17,Illinois,00202,"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties PUMA","379,690","180,743","66,920",17.62,37.02
19340,"Davenport-Moline-Rock Island, IA-IL",19,Iowa,00900,Scott County--Davenport City PUMA,"379,690","165,224","165,224",43.52,100.00
19380,"Dayton, OH",39,Ohio,04400,Miami County PUMA,"799,232","102,506","102,506",12.83,100.00
19380,"Dayton, OH",39,Ohio,04601,Montgomery County (West)--Miamisburg & West Carrollton Cities PUMA,"799,232","108,703","108,703",13.60,100.00
19380,"Dayton, OH",39,Ohio,04602,"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities PUMA","799,232","128,823","128,823",16.12,100.00
19380,"Dayton, OH",39,Ohio,04603,Montgomery County (East Central)--Dayton & Riverside Cities PUMA,"799,232","172,837","172,837",21.63,100.00
19380,"Dayton, OH",39,Ohio,04604,Montgomery County (Southeast)--Kettering & Centerville Cities PUMA,"799,232","124,790","124,790",15.61,100.00
19380,"Dayton, OH",39,Ohio,04700,Greene County PUMA,"799,232","161,573","161,573",20.22,100.00
19460,"Decatur, AL",01,Alabama,00600,Morgan & Lawrence Counties--Decatur City PUMA,"153,829","153,829","153,829",100.00,100.00
19500,"Decatur, IL",17,Illinois,01500,Macon County--Decatur City PUMA,"110,768","110,768","110,768",100.00,100.00
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12,Florida,03500,Flagler & Volusia (North Central) Counties PUMA,"590,289","102,614","102,614",17.38,100.00
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12,Florida,12701,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town PUMA","590,289","110,993","110,993",18.80,100.00
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12,Florida,12702,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities PUMA","590,289","127,717","127,717",21.64,100.00
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12,Florida,12703,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUMA","590,289","130,896","130,896",22.17,100.00
19660,"Deltona-Daytona Beach-Ormond Beach, FL",12,Florida,12704,Volusia County (Southwest Central)--Deltona & Lake Helen Cities PUMA,"590,289","118,069","118,069",20.00,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00100,Northeast Colorado--Eastern Plains Region PUMA,"2,543,482","110,399","3,717",0.15,3.37
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00600,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA","2,543,482","103,776","16,206",0.64,15.62
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00801,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties PUMA","2,543,482","101,056","79,711",3.13,78.88
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00804,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties PUMA","2,543,482","140,132","89,507",3.52,63.87
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00805,Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities PUMA,"2,543,482","117,899","117,899",4.64,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00806,Adams County (West Central)--Thornton & Federal Heights Cities PUMA,"2,543,482","135,704","135,704",5.34,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00807,Adams County (West Central)--Commerce City & Brighton Cities PUMA,"2,543,482","151,662","151,662",5.96,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00808,Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities PUMA,"2,543,482","108,362","108,362",4.26,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00809,Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA,"2,543,482","112,827","112,827",4.44,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00810,Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA,"2,543,482","112,878","112,878",4.44,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00811,Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities PUMA,"2,543,482","110,222","110,222",4.33,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00812,Denver City (Northeast) PUMA,"2,543,482","151,191","151,191",5.94,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00813,Denver City (Northwest) PUMA,"2,543,482","100,124","100,124",3.94,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00814,Denver City (South Central) PUMA,"2,543,482","102,044","102,044",4.01,100.00
19740,"Denver-Aurora-Lakewood, CO",08,Colorado,00815,Denver City (Southeast) PUMA,"2,543,482","154,017","154,017",6.06,100.00
